tweet_id,username,number_of_followers,created_at,tweet_text,source,likes,retweets,user_location
931884159655608320,TeddyUKIPClark,12795,2017-11-18 13:57:51,"RT @smartnotstupid: If @Nigel_Farage doesn’t get a Knighthood for #brexit he should get it for this!

The jar of worms are now open, so mak…",Twitter Web Client,0,221,Yorkshire Republic #LUFC
931884126852050947,mellysbelly007,3068,2017-11-18 13:57:44,RT @Doozy_45: BREXIT CHAOS: Irish PM Leo Varadkar throws a spanner in Brexit works / #Brexit #StopBrexit #Ireland https://t.co/XO67KtOBok,Twitter for iPhone,0,12,"Scotland, United Kingdom"
931884111131762688,ChrisBaxi,744,2017-11-18 13:57:40,"RT @Ash_Hirani: @DanielJHannan Opposing #Brexit is NOT fair. This was a democratic decision. I do, however, believe that the problem of che…",Twitter for Android,0,7,Blackpool
931884102759976961,thormagnusson,3732,2017-11-18 13:57:38,@MarieAnnUK A real dirt of a newspaper that will have much to answer for regarding the UKs downfall. It's interesti… https://t.co/6dvORUB4Xj,Twitter Web Client,1,0,"Brighton, UK"
931884102424375296,HAYDNRSNAPE,8364,2017-11-18 13:57:38,"We have family and friends all over the world, and many nationals from those nations here in the UK. We're intercon… https://t.co/ROpkeRyBER",IFTTT,0,0,"London, United Kingdom"
931884086171402240,KilburnHerald,8108,2017-11-18 13:57:34,RT @MalbertK: @mrjamesob Accusing the #BBC of “gloomy” #Brexit coverage is like blaming their weather reports for the crap weather outside.,Twitter for iPhone,0,66,"Kilburn High Road, London NW6"
931884085785563136,WelshCelt,2556,2017-11-18 13:57:34,"RT @Facts4euOrg: ""CAN WE PLEASE STOP THE LIES?"" - #Brexit Facts4EU Team destroy yet another Remoaner claim: https://t.co/1lsePuHuRf EU migr…",Twitter for Android,0,54,"Wales, United Kingdom"
931884059046895617,lanct22,807,2017-11-18 13:57:27,RT @Doozy_45: BREXIT CHAOS: Irish PM Leo Varadkar throws a spanner in Brexit works / #Brexit #StopBrexit #Ireland https://t.co/XO67KtOBok,Twitter for Android,0,12,"Wrexham, Wales"
931884043892854784,MarkXA,1980,2017-11-18 13:57:24,What's the word to use once clusterfuck isn't strong enough? #brexit,TweetDeck,0,0,"Coleraine, Northern Ireland"
931884007222140928,IVotedRemainEU,2349,2017-11-18 13:57:15,".@nick_clegg's excellent book ""How to Stop #Brexit"" is out now, and you can order it from Amazon:… https://t.co/009BKhI4UX",Twitter for Android,0,0,"United Kingdom, part of the EU"
931883999810719744,MaryRic44976686,42,2017-11-18 13:57:13,RT @thatginamiller: There have been far too many Breaches of the Ministerial Code over #Brexit.  People deserve truth from the #MPs they el…,Twitter Lite,0,119,London UK
931883981972365312,KAdnoub,72304,2017-11-18 13:57:09,RT @Glensailing: Good to know that Ireland can put a pole in the spokes of #Brexit. Rightly so too! Lets hear reasons from more of the EU27…,Twitter Web Client,0,5,Belgium 🇧🇪 EU 🇪🇺
931883981078921219,welshgirl900,290,2017-11-18 13:57:09,"'I don't think there's any border in the world that's so smooth,"" says Kristen Hoiberget who runs the customs 
He s… https://t.co/3FU8ESOTwC",Twitter for Android,0,0,"Wales, United Kingdom"
931883979271229440,ucf_seber,94,2017-11-18 13:57:08,"I suggested before #Brexit votes, @David_Cameron to say he'd resign if #UK votes out. That would have made the seriousness of leave.",Twitter for Android,0,0,London
931883978075836416,OnnyPonny,3732,2017-11-18 13:57:08,RT @Glensailing: Good to know that Ireland can put a pole in the spokes of #Brexit. Rightly so too! Lets hear reasons from more of the EU27…,Twitter for iPhone,0,5,Europe
931883970991665152,cwool98,697,2017-11-18 13:57:06,RT @jurygroup: Do you believe that Germany and France have been the issue with unreasonable negotiations going forward with #Brexit? @David…,Twitter for Android,0,146,"Stoke-on-Trent, England"
931883927089885184,julian47hill,920,2017-11-18 13:56:56,RT @vincecable: .@thetimes confirms gross violation of uk sovereignty  by #RussianTroll backing #Brexit.  @theresa_may must challenge @Puti…,Twitter for Windows Phone,0,153,Taunton Somerset 
931883913194233856,GeorginaSparrow,1215,2017-11-18 13:56:53,"RT @Stevie_Leary: It wasn't UK Government who voted for #Brexit numbnut, it was the UK people!!  It is the UK people you and the Irish pric…",Twitter for iPhone,0,4,"Scotland, United Kingdom"
931883895242575872,kamfinsa,996,2017-11-18 13:56:48,"""Sometimes it doesn't feel like they have thought all of this through"" @campaignforleo dawns #Brexiteers with faint… https://t.co/ecmFCIkqnF",Twitter for Android,1,1,"Dublin, Ireland"
931883894063927296,piyushpankaj,3038,2017-11-18 13:56:48,"RT @shefaly: Much has been said piecemeal about #Brexit and the NHS. This thread is much broader, deeper. Essential read. https://t.co/AVeU…",Twitter for iPhone,0,1,"London, United Kingdom"
931883893157978112,aaaajjjj14,130,2017-11-18 13:56:48,RT @thatginamiller: There have been far too many Breaches of the Ministerial Code over #Brexit.  People deserve truth from the #MPs they el…,Twitter Lite,0,119,"London, center of the world (before brexit)"
